Moment_Category,Data_Moment,Model_Moment,weights,Moment_Deviation,Moment_Deviation_Weighted
E,0.5870000000000001,0.5920882781594836,2.0486106030231634,2.5890574628277193e-5,5.3039705701851155e-5
E,0.6,0.5882156985217571,2.0486106030231634,0.00013886976133011618,0.0002844900655001721
E,0.606,0.605330002082032,2.0486106030231634,4.488972100813974e-7,9.196155842402673e-7
E,0.607,0.5988340620445555,2.0486106030231634,6.668254269216932e-5,0.00013660656399572282
E,0.607,0.606704143243806,2.0486106030231634,8.75312201856567e-8,1.7931738576789147e-7
E,0.375,0.3165186500888099,2.0486106030231634,0.0034200682874350524,0.007006388156702721
E,0.392,0.34571936056838365,2.0486106030231634,0.002141897586199284,0.004387914105677573
E,0.39799999999999996,0.3753463587921847,2.0486106030231634,0.0005131874599724259,0.0010513212718380371
E,0.408,0.3887033747779751,2.0486106030231634,0.0003723597449592858,0.0007628201216625937
E,0.41100000000000003,0.40369449378330374,2.0486106030231634,5.3370421082188126e-5,0.00010933521051678157
E,0.419,0.4194671403197158,2.0486106030231634,2.18220078304219e-7,4.4704796620656805e-7
E,0.452,0.42216696269982235,2.0486106030231634,0.000890010114553792,0.0018232841574727587
E,0.445,0.4388632326820604,2.0486106030231634,3.765991311453167e-5,7.715049731536068e-5
E,0.45299999999999996,0.4478152753108348,2.0486106030231634,2.688137010243859e-5,5.506945981564556e-5
E,0.442,0.47460035523978683,2.0486106030231634,0.0010627831617602964,0.002177228853896625
E,0.445,0.49044404973357014,2.0486106030231634,0.002065161656187196,0.004230712065821966
E,0.446,0.47793960923623446,2.0486106030231634,0.0010201386381633534,0.0020898668306950563
E,0.46299999999999997,0.5276021314387211,2.0486106030231634,0.004173435386425807,0.00854974398366398
E,0.484,0.5266074600355239,2.0486106030231634,0.0018153956506787713,0.003719038778662666
E,0.48200000000000004,0.5546003552397869,2.0486106030231634,0.005270811580943248,0.010797840491257621
E,0.491,0.5430905861456483,2.0486106030231634,0.002713429164997209,0.005558759757965571
E,0.486,0.5671758436944938,2.0486106030231634,0.006589517599512892,0.013499355623169854
E,0.49700000000000005,0.5857904085257549,2.0486106030231634,0.007883736646170444,0.016150706484787045
E,0.379,0.35907637655417407,2.0486106030231634,0.0003969507712110648,0.0008131975587812093
E,0.418,0.3884191829484902,2.0486106030231634,0.0008750247374348917,0.0017925849550166786
E,0.44299999999999995,0.416696269982238,2.0486106030231634,0.0006918862128473099,0.0014174054317245405
E,0.452,0.43325044404973356,2.0486106030231634,0.000351545848332172,0.0007201805523420605
E,0.47,0.42131438721136766,2.0486106030231634,0.0023702888926046385,0.004855798957617895
E,0.49200000000000005,0.4356660746003552,2.0486106030231634,0.0031735111509327485,0.0065012885926130715
E,0.498,0.4478152753108348,2.0486106030231634,0.0025185065921273053,0.005159439308415731
E,0.528,0.4519360568383659,2.0486106030231634,0.0057857234492963054,0.011852694404388162
E,0.524,0.4548490230905861,2.0486106030231634,0.004781857607526295,0.009796164196925345
E,0.508,0.4924333925399645,2.0486106030231634,0.0002423192678148335,0.0004964178213622775
E,0.512,0.5176554174067496,2.0486106030231634,3.198374604456608e-5,6.552224127129823e-5
E,0.511,0.5166607460035524,2.0486106030231634,3.2044045316734184e-5,6.564577099961639e-5
E,0.51,0.5467850799289521,2.0486106030231634,0.0013531421053793932,0.0027720612644773117
E,0.49,0.5478507992895204,2.0486106030231634,0.003346714978436376,0.006856115790121198
E,0.49200000000000005,0.5758436944937833,2.0486106030231634,0.007029765106366852,0.01440125133366539
E,0.498,0.5650444049733571,2.0486106030231634,0.004494952238231506,0.009208406815323764
E,0.47700000000000004,0.5585079928952043,2.0486106030231634,0.006643552905804661,0.013610052924576775
E,0.48,0.5914031971580817,2.0486106030231634,0.012410672337042416,0.025424634940311358
E,0.278,0.345573566084788,2.0486106030231634,0.004566186833415209,0.009354338762319161
E,0.315,0.3483167082294264,2.0486106030231634,0.0011100030472447286,0.002273964011973572
E,0.344,0.37119700748129675,2.0486106030231634,0.0007396772159377128,0.0015153105873846526
E,0.321,0.3910224438902743,2.0486106030231634,0.004903142648366611,0.010044630017578915
E,0.331,0.41147132169576056,2.0486106030231634,0.006475633615462582,0.013266051685929868
E,0.36,0.4196384039900249,2.0486106030231634,0.003556739230477418,0.007286373699744486
E,0.376,0.4405236907730673,2.0486106030231634,0.00416330667097841,0.00852899418980344
E,0.41200000000000003,0.4311097256857855,2.0486106030231634,0.0003651816157859682,0.0007481149301282655
E,0.423,0.4566084788029925,2.0486106030231634,0.0011295298474511965,0.0023139668219196575
E,0.441,0.46882793017456353,2.0486106030231634,0.0007743936978003835,0.001586431140228181
E,0.45299999999999996,0.47880299251870323,2.0486106030231634,0.000665794422920257,0.0013639535142281269
E,0.447,0.5096633416458852,2.0486106030231634,0.003926694386228933,0.008044267754460125
E,0.315,0.39569825436408973,2.0486106030231634,0.006512208257411327,0.013340978885227842
E,0.42100000000000004,0.4152743142144638,2.0486106030231634,3.2783477714691604e-5,6.716058005029081e-5
E,0.47200000000000003,0.42687032418952614,2.0486106030231634,0.002036687638758472,0.004172379891806816
E,0.452,0.4363466334164588,2.0486106030231634,0.00024502788539872486,0.0005019667240641723
E,0.496,0.4464463840399002,2.0486106030231634,0.002455560854721055,0.005030488003350176
E,0.527,0.4549251870324189,2.0486106030231634,0.005194778664311799,0.010642078652067658
E,0.524,0.476932668329177,2.0486106030231634,0.0022153337106112577,0.004538356128792871
E,0.534,0.46427680798004983,2.0486106030231634,0.004861323505450847,0.009958958877992339
E,0.541,0.48329177057356604,2.0486106030231634,0.0033302397435339428,0.0068223644492127755
E,0.562,0.4870947630922693,2.0486106030231634,0.005610794516203272,0.011494333137278243
E,0.555,0.5038029925187032,2.0486106030231634,0.002621133575039966,0.005369682033766885
E,0.569,0.503366583541147,2.0486106030231634,0.004307745356061223,0.008824892811550814
E,0.316,0.37281795511221943,2.0486106030231634,0.003228280023134182,0.006613488684920549
E,0.377,0.37867830423940146,2.0486106030231634,2.8167051199929214e-6,5.77033197440713e-6
E,0.39399999999999996,0.3897755610972568,2.0486106030231634,1.7845884043009793e-5,3.655926727083174e-5
E,0.413,0.4014962593516209,2.0486106030231634,0.0001323360489051686,0.0002711050329493203
E,0.406,0.4128428927680798,2.0486106030231634,4.682518143543822e-5,9.592656317712213e-5
E,0.414,0.42980049875311716,2.0486106030231634,0.0002496557608472574,0.0005114474387775067
E,0.43200000000000005,0.43029925187032414,2.0486106030231634,2.892544200596109e-6,5.9256967190543485e-6
E,0.423,0.4329177057356608,2.0486106030231634,9.836088705915931e-5,0.00020150315615215762
E,0.44799999999999995,0.4440149625935162,2.0486106030231634,1.5880523131074812e-5,3.253300806787447e-5
E,0.455,0.4543640897755611,2.0486106030231634,4.043818135459693e-7,8.284208709000086e-7
E,0.48100000000000004,0.4571072319201995,2.0486106030231634,0.0005708643665151367,0.0011694787941310106
E,0.513,0.47412718204488774,2.0486106030231634,0.0015110959757712989,0.003095647238150716
E,0.5379999999999999,0.45405225495090695,2.0486106030231634,0.007047223898827513,0.014437017601016282
E,0.46299999999999997,0.46949575636545177,2.0486106030231634,4.219485075930757e-5,8.644081865849747e-5
E,0.47700000000000004,0.4823098685305375,2.0486106030231634,2.819470381159186e-5,5.7759969177524687e-5
E,0.493,0.5015476784822765,2.0486106030231634,7.306280743637363e-5,0.00014967724200079467
E,0.519,0.5312031952071892,2.0486106030231634,0.00014891797326476437,0.00030507493901091624
E,0.518,0.5367615243800965,2.0486106030231634,0.00035199479706495473,0.000721100273476253
E,0.529,0.5545015809618905,2.0486106030231634,0.000650330631555855,0.0013322742272760747
E,0.539,0.5553336661674155,2.0486106030231634,0.0002667886504685736,0.0005465460581161605
E,0.539,0.5758029622233316,2.0486106030231634,0.0013544580284119707,0.0027747570783546124
E,0.55,0.5896488600432684,2.0486106030231634,0.0015720321027306852,0.0032204816339468805
E,0.557,0.600399400898652,2.0486106030231634,0.001883507998361908,0.00385857445632314
E,0.5529999999999999,0.6134132135130637,2.0486106030231634,0.003649756366975025,0.007476929591836336
E,0.544,0.49395906140788814,2.0486106030231634,0.0025040955351795136,0.005129916664351714
E,0.48100000000000004,0.49968380762190046,2.0486106030231634,0.0003490846672521841,0.0007151385506856372
E,0.516,0.5191546014311865,2.0486106030231634,9.951510189643977e-6,2.0386769290597703e-5
E,0.524,0.52890664003994,2.0486106030231634,2.4075116481542537e-5,4.932053889310576e-5
E,0.5489999999999999,0.5523714428357464,2.0486106030231634,1.1366626794705854e-5,2.3285792172241607e-5
E,0.5589999999999999,0.5564320186387086,2.0486106030231634,6.5945282719396576e-6,1.3509620539831602e-5
E,0.562,0.5674488267598602,2.0486106030231634,2.968971305896792e-5,6.082266097331696e-5
E,0.581,0.5704776169079714,2.0486106030231634,0.00011072054593540884,0.0002268232843757918
E,0.57,0.58239307705109,2.0486106030231634,0.00015358835879425488,0.00031464274032683647
E,0.5770000000000001,0.5932434681311366,2.0486106030231634,0.0002638502569272481,0.0005405264339515463
E,0.5820000000000001,0.600166417041105,2.0486106030231634,0.00033001870811134605,0.00067607982463291
E,0.584,0.6147445498419037,2.0486106030231634,0.0009452273449813057,0.0019364027611961363
E,0.526,0.4658012980529206,2.0486106030231634,0.0036238837161133054,0.007423926604952701
E,0.498,0.47408886669995004,2.0486106030231634,0.000571742295692758,0.0011712773291529888
E,0.513,0.48746879680479277,2.0486106030231634,0.0006518423365949605,0.0013353711222478298
E,0.517,0.4991845564985854,2.0486106030231634,0.00031739002715209635,0.0006502085749175943
E,0.531,0.5150940256282243,2.0486106030231634,0.00025300002071558747,0.0005182985250030325
E,0.52,0.5254784489931769,2.0486106030231634,3.0013403370840367e-5,6.148577637831473e-5
E,0.532,0.5399234481610916,2.0486106030231634,6.27810307615056e-5,0.00012861388528674376
E,0.531,0.5381594275253786,2.0486106030231634,5.1257402491148314e-5,0.00010500645822679234
E,0.551,0.5534365118988184,2.0486106030231634,5.936590233083293e-6,1.2161761697298187e-5
E,0.5489999999999999,0.5564653020469296,2.0486106030231634,5.573073465189178e-5,0.00011417057392213593
E,0.5589999999999999,0.5704110500915294,2.0486106030231634,0.00013021206419139378,0.00026675381534402206
E,0.551,0.5845232151772342,2.0486106030231634,0.0011238059558191394,0.0023022407968316698
A,0.847,0.7541952946075369,1.7563888644945997,0.008612713342981871,0.015127273808697416
A,0.763,0.7026025400791172,1.7563888644945997,0.003647853164894651,0.006407048678132347
A,0.696,0.6704559650218613,1.7563888644945997,0.0006524977229643692,0.0011460397347227004
A,0.6509999999999999,0.659504476368936,1.7563888644945997,7.232611830979328e-5,0.0001270327888114399
A,0.609,0.6198209452425567,1.7563888644945997,0.00011709285594241098,0.00020566058828912096
A,0.5760000000000001,0.5828024151571933,1.7563888644945997,4.6272851970812665e-5,8.127312192994236e-5
A,0.539,0.5663543618571726,1.7563888644945997,0.0007482611126131364,0.0013142374859280526
A,0.51,0.5470747449510722,1.7563888644945997,0.0013745367131870545,0.0024142209768807502
A,0.47100000000000003,0.4623776806162815,1.7563888644945997,7.434439155484857e-5,0.0001305776614645624
A,0.439,0.44180720383093897,1.7563888644945997,7.8803933484384e-6,1.3841035125034517e-5
A,0.413,0.4259837601499063,1.7563888644945997,0.0001685780276302954,0.0002960885705283138
A,0.371,0.4012908598792421,1.7563888644945997,0.0009175361922238803,0.0016115503507928
A,0.342,0.37230897355819276,1.7563888644945997,0.0009186338781512262,0.0016134783141323026
A,0.319,0.34973974599208824,1.7563888644945997,0.0009449319836581044,0.0016596680138018876
A,0.29600000000000004,0.30693316677076826,1.7563888644945997,0.00011953413563743042,0.00020994842476056987
A,0.28,0.3546117010201957,1.7563888644945997,0.005566905929127065,0.00977765158360774
A,0.9,0.7567770143660212,1.7563888644945997,0.020512823613910908,0.036028494974814994
A,0.8340000000000001,0.7299188007495315,1.7563888644945997,0.010832896037415735,0.01902677797034467
A,0.78,0.7162606704143243,1.7563888644945997,0.0040627021360313985,0.007135684791483973
A,0.731,0.7158026233603997,1.7563888644945997,0.00023096025672586897,0.0004056560230541302
A,0.6779999999999999,0.7035186341869665,1.7563888644945997,0.0006512006907682174,0.0011437616418164883
A,0.6459999999999999,0.5449927128877784,1.7563888644945997,0.010202472049770749,0.017919508298534736
A,0.607,0.5358317718092859,1.7563888644945997,0.005064916703805555,0.00889596329815677
A,0.45299999999999996,0.4557151780137414,1.7563888644945997,7.372191646304896e-6,1.294843531449003e-5
A,0.419,0.306350197793046,1.7563888644945997,0.012689977937265853,0.022288535939695896
A,0.35600000000000004,0.21503227149698104,1.7563888644945997,0.019871900479300875,0.03490278471818896
A,0.311,0.08690401832188215,1.7563888644945997,0.05021900900427933,0.08820410820107025
A,0.257,0.059879242140328956,1.7563888644945997,0.03885659317917106,0.06824728757209288
A,0.24,0.042265250884863624,1.7563888644945997,0.03909903100762592,0.06867310267432324
A,0.218,0.03389548199042265,1.7563888644945997,0.03389447355153879,0.059531875913829455
A,0.204,0.029148448886112843,1.7563888644945997,0.03057306492693229,0.053698190791134276
A,0.188,0.026899854257755568,1.7563888644945997,0.025953256958172397,0.045584011518700986
A,0.769,0.6552042628774423,1.7563888644945997,0.012949469787266268,0.022744304535463725
A,0.6729999999999999,0.6088809946714032,1.7563888644945997,0.004111246844328614,0.00722094817656734
A,0.589,0.5357015985790409,1.7563888644945997,0.0028407195940296946,0.0049894082621053755
A,0.544,0.5399644760213144,1.7563888644945997,1.6285453782547048e-5,2.8603589676907093e-5
A,0.498,0.445044404973357,1.7563888644945997,0.0028042950446258157,0.004925432589138169
A,0.47200000000000003,0.499538188277087,1.7563888644945997,0.000758351813584291,0.0013319606807487333
A,0.42200000000000004,0.423303730017762,1.7563888644945997,1.6997119592136044e-6,2.985355158011074e-6
A,0.386,0.3955239786856128,1.7563888644945997,9.070617000400649e-5,0.00015931530693599107
A,0.361,0.4454706927175844,1.7563888644945997,0.007135297928188566,0.012532357825921785
A,0.331,0.3144582593250444,1.7563888644945997,0.0002736291845574812,0.0004805992527574976
A,0.31,0.28412078152753106,1.7563888644945997,0.0006697339487457773,0.0011763132497510803
A,0.27899999999999997,0.2878152753108348,1.7563888644945997,7.770907880581381e-5,0.0001364873606846647
A,0.243,0.3457904085257549,1.7563888644945997,0.010565868084891582,0.018557773048022457
A,0.213,0.35033747779751334,1.7563888644945997,0.01886158280778247,0.03312827401033192
A,0.192,0.22543516873889877,1.7563888644945997,0.001117910508598633,0.0019634855688041336
A,0.17800000000000002,0.27289520426287744,1.7563888644945997,0.00900509979209323,0.015816456998495185
A,0.165,0.29300177619893425,1.7563888644945997,0.01638445471008205,0.028777473803604205
A,0.14,0.27012433392539964,1.7563888644945997,0.016932342279528906,0.02973977742957568
A,0.787,0.5972291296625222,1.7563888644945997,0.03601298322864383,0.0632528027200208
A,0.701,0.5470692717584369,1.7563888644945997,0.02369466909697794,0.041617052949816366
A,0.612,0.49598579040852575,1.7563888644945997,0.013459296827134513,0.023639759071106554
A,0.5660000000000001,0.4750266429840142,1.7563888644945997,0.008276151686758023,0.01453614066348999
A,0.507,0.46124333925399646,1.7563888644945997,0.0020936720026248612,0.0036773021913144147
A,0.461,0.44170515097690943,1.7563888644945997,0.0003722911988238598,0.0006538881159635723
A,0.41200000000000003,0.42245115452930726,1.7563888644945997,0.00010922663099545897,0.00019184443838668482
A,0.365,0.4152042628774423,1.7563888644945997,0.0025204680110673294,0.004426921947953509
A,0.306,0.3697335701598579,1.7563888644945997,0.0040619679653215324,0.007134395302224526
A,0.271,0.30564831261101244,1.7563888644945997,0.0012005055667904424,0.002108554609274511
A,0.23800000000000002,0.23040852575488455,1.7563888644945997,5.76304812142515e-5,0.00010122153546017655
A,0.192,0.21456483126110124,1.7563888644945997,0.0005091716098419714,0.0008943033456432275
A,0.133,0.14664298401420958,1.7563888644945997,0.000186131012811978,0.00032691843824005984
A,0.12300000000000001,0.13690941385435168,1.7563888644945997,0.00019347179377163012,0.0003398117041742868
A,0.115,0.0760923623445826,1.7563888644945997,0.0015138042679252548,0.002658828959208317
A,0.105,0.10131438721136767,1.7563888644945997,1.3583741627730187e-5,2.3858332533117047e-5
A,0.09699999999999999,0.07907637655417407,1.7563888644945997,0.0003212562774277605,0.0005642509483231064
A,0.081,0.057122557726465364,1.7563888644945997,0.000570132249525979,0.001001373934356686
A,0.9740000000000001,0.9188279301745635,1.7563888644945997,0.0030439572888228453,0.005346372686085617
A,0.971,0.9081047381546135,1.7563888644945997,0.003955813962599733,0.006947947593922429
A,0.9279999999999999,0.8711970074812967,1.7563888644945997,0.0032265799590798566,0.005667129110529302
A,0.8859999999999999,0.8263715710723192,1.7563888644945997,0.003555549536383471,0.0062449276128628654
A,0.8440000000000001,0.767082294264339,1.7563888644945997,0.005916333455637742,0.010391382200118985
A,0.794,0.7514962593516209,1.7563888644945997,0.0018065679691046772,0.003173035863888079
A,0.773,0.7106608478802992,1.7563888644945997,0.0038861698870032053,0.0068256255150666665
A,0.743,0.7190149625935162,1.7563888644945997,0.0005752820193904287,0.0010104189328013155
A,0.718,0.7062344139650872,1.7563888644945997,0.00013842901474493354,0.00024313518002096003
A,0.6659999999999999,0.6753740648379052,1.7563888644945997,8.787309158525178e-5,0.00015433931954905033
A,0.638,0.6511221945137157,1.7563888644945997,0.00017219198885578928,0.0003024360917814865
A,0.603,0.6114089775561097,1.7563888644945997,7.071090353915663e-5,0.0001241958435745265
A,0.975,0.9528054862842892,1.7563888644945997,0.0004925964390768746,0.000865190900284315
A,0.968,0.941583541147132,1.7563888644945997,0.0006978292983252639,0.0012256596088965736
A,0.9420000000000001,0.9194513715710723,1.7563888644945997,0.0005084406440258509,0.0008930194854234672
A,0.907,0.8969451371571072,1.7563888644945997,0.00010110026678938646,0.00017757138278631158
A,0.8809999999999999,0.847069825436409,1.7563888644945997,0.001151256745915753,0.0020220545287007174
A,0.84,0.8332294264339152,1.7563888644945997,4.584066641376614e-5,8.051403603015044e-5
A,0.8220000000000001,0.80928927680798,1.7563888644945997,0.00016156248406415627,0.0002837665479303703
A,0.8,0.8061720698254363,1.7563888644945997,3.8094445930060996e-5,6.690866063065076e-5
A,0.78,0.8248753117206982,1.7563888644945997,0.002013793602029828,0.00353700465799566
A,0.7440000000000001,0.8043640897755611,1.7563888644945997,0.003643823334431983,0.006399970728781916
A,0.713,0.7859725685785536,1.7563888644945997,0.0053249957649517095,0.009352763265042086
A,0.6779999999999999,0.7634039900249376,1.7563888644945997,0.007293841512179659,0.012810822011380806
A,0.981,0.9668952618453864,1.7563888644945997,0.00019894363841021123,0.00034942239116573517
A,0.976,0.9629052369077306,1.7563888644945997,0.00017147282044266147,0.0003011729523889726
A,0.9520000000000001,0.9497506234413965,1.7563888644945997,5.059694902395273e-6,8.886791784307149e-6
A,0.9159999999999999,0.9273067331670822,1.7563888644945997,0.00012784221491159907,0.00022454064268305807
A,0.8959999999999999,0.8861596009975061,1.7563888644945997,9.683345252828063e-5,0.00017007719773123856
A,0.87,0.8760598503740648,1.7563888644945997,3.6721786556052776e-5,6.449773699139859e-5
A,0.848,0.8575436408977556,1.7563888644945997,9.108108158531354e-5,0.00015997379746256885
A,0.823,0.8565461346633416,1.7563888644945997,0.0011253431508510532,0.0019765401788900566
A,0.8059999999999999,0.8594139650872817,1.7563888644945997,0.002853051666345359,0.005011068176596751
A,0.763,0.8459476309226932,1.7563888644945997,0.006880309475687328,0.012084498947373902
A,0.74,0.8332917705735661,1.7563888644945997,0.00870335445675089,0.01528647485158671
A,0.721,0.807793017456359,1.7563888644945997,0.007533027879179844,0.013230926282918849
A,0.774,0.7079380928607089,1.7563888644945997,0.004364175574880329,0.007665189382419128
A,0.779,0.6686969545681477,1.7563888644945997,0.012166761831541277,0.02136956499787702
A,0.684,0.6142120153103677,1.7563888644945997,0.004870362807040355,0.00855425100033434
A,0.619,0.5518721917124313,1.7563888644945997,0.004506142645492577,0.0079145387643674
A,0.5489999999999999,0.49798635380262934,1.7563888644945997,0.0026023920983505025,0.004570812502591557
A,0.499,0.4715260442669329,1.7563888644945997,0.0007548182436225307,0.0013257543578159847
A,0.466,0.42632717590281244,1.7563888644945997,0.001573932971846388,0.0027644383452118883
A,0.44799999999999995,0.43118655350307866,1.7563888644945997,0.00028269198310483485,0.0004965170512072275
A,0.423,0.4054917623564653,1.7563888644945997,0.00030653838538248577,0.0005384006066259522
A,0.395,0.3768014644699617,1.7563888644945997,0.00033118669543806664,0.0005816926239361847
A,0.36700000000000005,0.3563654518222666,1.7563888644945997,0.00011309361494453407,0.00019863636593401969
A,0.33799999999999997,0.3256781494425029,1.7563888644945997,0.00015182800116129088,0.00026666901055816445
A,0.841,0.7805292061907139,1.7563888644945997,0.0036567169039251946,0.006422616850663381
A,0.847,0.7551672491263105,1.7563888644945997,0.008433254133029115,0.014812073650705398
A,0.778,0.7079713762689299,1.7563888644945997,0.004904008141667795,0.00861334529141617
A,0.703,0.6535862872358129,1.7563888644945997,0.0024417150091415817,0.004288601052325604
A,0.6409999999999999,0.5975370277916459,1.7563888644945997,0.0018890299531841561,0.003317871174469407
A,0.591,0.5775669828590447,1.7563888644945997,0.00018044594950919726,0.00031693325636110886
A,0.556,0.5402562822433017,1.7563888644945997,0.0002478646488025793,0.000435346709058715
A,0.525,0.545015809618905,1.7563888644945997,0.00040063263470024684,0.0007036666983406463
A,0.493,0.5452487934764519,1.7563888644945997,0.0027299364197449277,0.004794829928418246
A,0.457,0.5185222166749874,1.7563888644945997,0.0037849831446041,0.006647902247482395
A,0.42700000000000005,0.5001164919287735,1.7563888644945997,0.005346021391970393,0.009389692442206719
A,0.409,0.46357130970211347,1.7563888644945997,0.002978027842603986,0.0052305749409045175
A,0.8270000000000001,0.8394408387418871,1.7563888644945997,0.00015477446860163804,0.0002718441531599861
A,0.846,0.8163088700282909,1.7563888644945997,0.0008815631989969215,0.0015483677860664298
A,0.767,0.7723747711765684,1.7563888644945997,2.8888165200470157e-5,5.073885167378619e-5
A,0.701,0.728973206856382,1.7563888644945997,0.0007825003018299397,0.0013743748165977695
A,0.655,0.6699950074887668,1.7563888644945997,0.00022485024958817268,0.000394924474555498
A,0.597,0.6530537527042769,1.7563888644945997,0.003142023192232233,0.005518614546820469
A,0.569,0.6171742386420369,1.7563888644945997,0.002320757268739927,0.00407615222400971
A,0.5479999999999999,0.6210018305874521,1.7563888644945997,0.005329267269119062,0.009360265687396264
A,0.52,0.6253619570644033,1.7563888644945997,0.01110114199644117,0.01949792218572262
A,0.491,0.6044932601098352,1.7563888644945997,0.012880720090358705,0.022623553333377903
A,0.478,0.5734398402396405,1.7563888644945997,0.009108763104968097,0.01599853008688522
A,0.44,0.5427525378598769,1.7563888644945997,0.010558084036645429,0.018544101232362224
A2,1107.0,1422.2748227509169,0.0,99398.21386062205,0.0
A2,1010.0,1275.2305174097455,0.0,70347.22736544131,0.0
A2,930.0,1188.5352686904434,0.0,66840.48515683979,0.0
A2,873.0,1152.195360784492,0.0,77950.04948358271,0.0
A2,830.0,1062.1442840978773,0.0,53890.968639315965,0.0
A2,781.0,971.0949174007682,0.0,36136.07762160487,0.0
A2,723.0,927.6607126034206,0.0,41886.00728333993,0.0
A2,684.0,884.8480628202391,0.0,40339.9443386427,0.0
A2,636.0,780.7155115789195,0.0,20942.57929154839,0.0
A2,589.0,739.7152429605452,0.0,22715.08446065617,0.0
A2,540.0,691.2386173414678,0.0,22873.119375358932,0.0
A2,495.0,627.0603372891575,0.0,17439.932684926036,0.0
A2,458.0,568.7641000812171,0.0,12268.68586680187,0.0
A2,432.0,513.3722992444567,0.0,6621.45108432941,0.0
A2,393.0,543.2618059291082,0.0,22578.610321076965,0.0
A2,365.0,526.8570747488839,0.0,26197.712646265776,0.0
A2,1287.0,1713.5816364772015,0.0,181971.8925795673,0.0
A2,1204.0,1653.1883822610866,0.0,201770.2027583321,0.0
A2,1129.0,1623.8237351655214,0.0,244850.52888315805,0.0
A2,1054.0,1620.6528419737663,0.0,321095.44331694616,0.0
A2,992.0,1586.7402873204246,0.0,353716.00936198124,0.0
A2,945.0,1291.8652092442223,0.0,120315.47338403815,0.0
A2,813.0,1270.3471580262335,0.0,209166.4229546726,0.0
A2,632.0,1069.09244222361,0.0,191049.80304899992,0.0
A2,568.0,697.3885071830106,0.0,16741.38579104798,0.0
A2,480.0,474.0128669581511,0.0,35.84576206079877,0.0
A2,426.0,176.40836976889443,0.0,62295.98188142093,0.0
A2,363.0,111.88244846970643,0.0,63060.02468656964,0.0
A2,329.0,73.19125546533417,0.0,65438.11378040193,0.0
A2,302.0,54.79013116801998,0.0,61112.719247924775,0.0
A2,282.0,44.30318550905684,0.0,56499.775619141845,0.0
A2,255.0,40.17663960024984,0.0,46149.076173440946,0.0
A2,597.0,519.5862526939036,0.0,5992.88827197215,0.0
A2,522.0,470.8711717113228,0.0,2614.157082173038,0.0
A2,452.0,419.54168704982123,0.0,1053.5420795717425,0.0
A2,419.0,400.9911365583565,0.0,324.3191624597632,0.0
A2,376.0,376.57669561308825,0.0,0.33257783015522985,0.0
A2,342.0,364.1500372789816,0.0,490.62415146027394,0.0
A2,298.0,352.4761856678068,0.0,2967.6548049133607,0.0
A2,273.0,325.37327415330606,0.0,2742.959845537356,0.0
A2,253.0,319.2688454706927,0.0,4391.559880018552,0.0
A2,228.0,296.1501953818828,0.0,4644.449130588797,0.0
