Data,Simulated,Weights,Q
0.392,0.4922340204039142,1.4312968256176506,0.014380037174184004
0.418,0.5225067666042057,1.4312968256176506,0.01563214339448189
0.433,0.5452841973766396,1.4312968256176506,0.01804541964362234
0.446,0.5526129502394337,1.4312968256176506,0.016268579393478144
0.46,0.7761815531959192,1.4312968256176506,0.14308785231287244
0.46399999999999997,0.7896731209660628,1.4312968256176506,0.151807609051058
0.486,0.8074953154278576,1.4312968256176506,0.14793774902159684
0.503,0.8059129710597542,1.4312968256176506,0.13133045517080336
0.511,0.8295232146575057,1.4312968256176506,0.1452151368206515
0.526,0.8288569643972516,1.4312968256176506,0.13128189534537207
0.528,0.8366021236727045,1.4312968256176506,0.13630994069027697
0.536,0.8537580678742452,1.4312968256176506,0.14451831199843893
0.539,0.8644597126795752,1.4312968256176506,0.15160872013438115
0.535,0.876577139287945,1.4312968256176506,0.16699647423414732
0.539,0.8707474495107224,1.4312968256176506,0.15752333338765778
0.531,0.8730793254216115,1.4312968256176506,0.16748787106332438
0.444,0.5280866125338329,1.4312968256176506,0.010120067803877206
0.48700000000000004,0.5870914012075785,1.4312968256176506,0.014339144665141829
0.52,0.6205288361440766,1.4312968256176506,0.014464752842478655
0.526,0.6370601707266291,1.4312968256176506,0.017654132492212916
0.545,0.8749947949198417,1.4312968256176506,0.15586330733883294
0.551,0.8599208827815947,1.4312968256176506,0.13659167870789327
0.5710000000000001,0.8659171351238808,1.4312968256176506,0.12448863957935584
0.58,0.8744534665833853,1.4312968256176506,0.12409750536485142
0.589,0.8562565063501978,1.4312968256176506,0.10223186458539527
0.5870000000000001,0.8640016656256506,1.4312968256176506,0.10982329487539486
0.591,0.8613366645846345,1.4312968256176506,0.10460190896875782
0.5870000000000001,0.8702894024567978,1.4312968256176506,0.11486570032625543
0.6,0.8515511138871538,1.4312968256176506,0.09056954742726968
0.606,0.8576722881532375,1.4312968256176506,0.09065682465352569
0.607,0.8594628357276701,1.4312968256176506,0.09122725769713727
0.607,0.860836976889444,1.4312968256176506,0.09222305013445227
0.375,0.18387211367673179,1.4312968256176506,0.05228508544031056
0.392,0.2038365896980462,1.4312968256176506,0.05067573535551344
0.39799999999999996,0.22067495559502665,1.4312968256176506,0.04500594267067543
0.408,0.23609236234458258,1.4312968256176506,0.04229802141105435
0.41100000000000003,0.6113676731793961,1.4312968256176506,0.057462566294329866
0.419,0.623943161634103,1.4312968256176506,0.06011689916572959
0.452,0.6357371225577264,1.4312968256176506,0.04831962215852954
0.445,0.6385790408525754,1.4312968256176506,0.053634764177523074
0.45299999999999996,0.6446891651865009,1.4312968256176506,0.052592624066376936
0.442,0.6687744227353464,1.4312968256176506,0.07360678487657242
0.445,0.682202486678508,1.4312968256176506,0.08053194407055594
0.446,0.6660035523978686,1.4312968256176506,0.06927700357370532
0.46299999999999997,0.7006039076376555,1.4312968256176506,0.08080474529258563
0.484,0.7025222024866785,1.4312968256176506,0.0683472187167862
0.48200000000000004,0.7133214920071048,1.4312968256176506,0.07658816737251231
0.491,0.7106216696269982,1.4312968256176506,0.06903670987970834
0.486,0.7253996447602131,1.4312968256176506,0.08203075548926288
0.49700000000000005,0.7404618117229129,1.4312968256176506,0.08483819248004372
0.379,0.20682060390763765,1.4312968256176506,0.04243185990822723
0.418,0.22657193605683837,1.4312968256176506,0.05244944803145288
0.44299999999999995,0.24831261101243338,1.4312968256176506,0.05425070040011463
0.452,0.25570159857904085,1.4312968256176506,0.05515224989505376
0.47,0.6813499111900533,1.4312968256176506,0.0639342901175076
0.49200000000000005,0.6849733570159858,1.4312968256176506,0.05329965674231633
0.498,0.6893783303730018,1.4312968256176506,0.05242219853206337
0.528,0.695772646536412,1.4312968256176506,0.04028765773170509
0.524,0.688809946714032,1.4312968256176506,0.038877340296823444
0.508,0.7038010657193605,1.4312968256176506,0.05487313976656276
0.512,0.7112611012433392,1.4312968256176506,0.05682962109385391
0.511,0.7059325044404974,1.4312968256176506,0.05438739190437617
0.51,0.7009591474245115,1.4312968256176506,0.05219280551835897
0.49,0.7013143872113676,1.4312968256176506,0.0639127995999728
0.49200000000000005,0.7138188277087034,1.4312968256176506,0.07042494550527958
0.498,0.7036589698046181,1.4312968256176506,0.060537574994344104
0.47700000000000004,0.6937122557726465,1.4312968256176506,0.06721971295696802
0.48,0.7092717584369449,1.4312968256176506,0.07523688941784133
0.278,0.2403366583541147,1.4312968256176506,0.0020303336271736724
0.315,0.2474438902743142,1.4312968256176506,0.006532192473629248
0.344,0.2698877805486284,1.4312968256176506,0.00786157110468604
0.321,0.30031172069825435,1.4312968256176506,0.0006126020553872698
0.331,0.25903990024937656,1.4312968256176506,0.007411621312229786
0.36,0.2717581047381546,1.4312968256176506,0.011144981777501353
0.376,0.2811097256857855,1.4312968256176506,0.012887631578727904
0.41200000000000003,0.2779925187032419,1.4312968256176506,0.02570323561318872
0.423,0.31016209476309226,1.4312968256176506,0.018223833480534895
0.441,0.3265586034912718,1.4312968256176506,0.01874545583471024
0.45299999999999996,0.3317331670822942,1.4312968256176506,0.021048142672080262
0.447,0.356359102244389,1.4312968256176506,0.01175920887874568
0.315,0.27892768079800495,1.4312968256176506,0.001862420909364501
0.42100000000000004,0.30218204488778055,1.4312968256176506,0.020206628436976622
0.47200000000000003,0.3229426433915212,1.4312968256176506,0.0318006896450198
0.452,0.3456359102244389,1.4312968256176506,0.01619271842178047
0.496,0.37755610972568576,1.4312968256176506,0.02007959896335744
0.527,0.3873441396508728,1.4312968256176506,0.027915668816432
0.524,0.4129675810473815,1.4312968256176506,0.017645310746673505
0.534,0.40049875311720695,1.4312968256176506,0.02550940635664487
0.541,0.43902743142144635,1.4312968256176506,0.014883203699438987
0.562,0.44819201995012464,1.4312968256176506,0.01853852335974305
0.555,0.46452618453865335,1.4312968256176506,0.01171589631703819
0.569,0.4692643391521197,1.4312968256176506,0.014237398710447253
0.316,0.20430174563591022,1.4312968256176506,0.017857574884873318
0.377,0.21334164588528676,1.4312968256176506,0.03833593557739336
0.39399999999999996,0.22711970074812965,1.4312968256176506,0.039860234359182165
0.413,0.24869077306733164,1.4312968256176506,0.038641467617166164
0.406,0.28703241895261844,1.4312968256176506,0.020257552379582565
0.414,0.3064214463840399,1.4312968256176506,0.016564605984455544
0.43200000000000005,0.3093516209476309,1.4312968256176506,0.021530461245674783
0.423,0.3194513715710723,1.4312968256176506,0.015346820360048287
0.44799999999999995,0.3417082294264339,1.4312968256176506,0.016170706361735225
0.455,0.3549875311720698,1.4312968256176506,0.014316537797469745
0.48100000000000004,0.36265586034912717,1.4312968256176506,0.020045792084995736
0.513,0.3760598503740648,1.4312968256176506,0.026840543406806597
0.5379999999999999,0.46650024962556164,1.4312968256176506,0.00731709610462983
0.46299999999999997,0.4953902479613912,1.4312968256176506,0.001501613809368562
0.47700000000000004,0.5322682642702612,1.4312968256176506,0.004372012139627777
0.493,0.5750707272424695,1.4312968256176506,0.009640649010422036
0.519,0.5333000499251123,1.4312968256176506,0.00029268793156304467
0.518,0.545548344150441,1.4312968256176506,0.0010862272851370558
0.529,0.5732068563820935,1.4312968256176506,0.0027971063126695137
0.539,0.5707771675819604,1.4312968256176506,0.0014453069021697323
0.539,0.6098518888334165,1.4312968256176506,0.007185095968134313
0.55,0.6305541687468796,1.4312968256176506,0.009287648034424471
0.557,0.6457979697120985,1.4312968256176506,0.011285889150732305
0.5529999999999999,0.6679314361790647,1.4312968256176506,0.01890633615608722
0.544,0.4788483940755533,1.4312968256176506,0.006075471085863532
0.48100000000000004,0.49975037443834247,1.4312968256176506,0.0005032103879222881
0.516,0.5415210517556998,1.4312968256176506,0.0009322380920413203
0.524,0.5750707272424695,1.4312968256176506,0.003733135834387314
0.5489999999999999,0.618971542685971,1.4312968256176506,0.0070076532837645205
0.5589999999999999,0.6276585122316525,1.4312968256176506,0.006747120786347132
0.562,0.6519221168247629,1.4312968256176506,0.011573447659980007
0.581,0.6503577966383757,1.4312968256176506,0.006885259039740346
0.57,0.6843734398402396,1.4312968256176506,0.018723199893338083
0.5770000000000001,0.7015476784822765,1.4312968256176506,0.022202454147980652
0.5820000000000001,0.7115327009485771,1.4312968256176506,0.024015329554222874
0.584,0.727375603261774,1.4312968256176506,0.029422544241570193
0.526,0.39424197037776665,1.4312968256176506,0.02484756819304177
0.498,0.4151106673323348,1.4312968256176506,0.009833927326098045
0.513,0.45045764686303874,1.4312968256176506,0.005598583281323272
0.517,0.4878349142952238,1.4312968256176506,0.0012174642633134573
0.531,0.546313862539524,1.4312968256176506,0.0003356596960709074
0.52,0.563587951406224,1.4312968256176506,0.0027193344474625396
0.532,0.5887169246130803,1.4312968256176506,0.0046042092797345625
0.531,0.5866866367115993,1.4312968256176506,0.004438453614993244
0.551,0.6262938924945914,1.4312968256176506,0.008114265378398648
0.5489999999999999,0.636045931103345,1.4312968256176506,0.010844927634038793
0.5589999999999999,0.6508237643534698,1.4312968256176506,0.01206812761073552
0.551,0.67342319853553,1.4312968256176506,0.02145147463726583
0.847,0.8428898605038517,1.3252882194053488,2.2388420809593917e-5
0.763,0.8105767228815323,1.3252882194053488,0.0029998489396607076
0.696,0.7922132000832812,1.3252882194053488,0.01226816636933534
0.6509999999999999,0.7856339787632729,1.3252882194053488,0.02402258276864043
0.609,0.6637518217780554,1.3252882194053488,0.003972898647298682
0.5760000000000001,0.637101811367895,1.3252882194053488,0.004947872589344416
0.539,0.6265250884863627,1.3252882194053488,0.01015255742219956
0.51,0.6181969602331876,1.3252882194053488,0.015514595484066538
0.47100000000000003,0.45034353529044346,1.3252882194053488,0.0005654866131475751
0.439,0.44251509473245887,1.3252882194053488,1.6375116753612385e-5
0.413,0.4306475119716843,1.3252882194053488,0.0004127407109156597
0.371,0.4135748490526754,1.3252882194053488,0.0024022409793283046
0.342,0.3899229648136581,1.3252882194053488,0.0030436709151326446
0.319,0.3753487403706017,1.3252882194053488,0.004208029365940858
0.29600000000000004,0.25225900478867375,1.3252882194053488,0.0025356403701377555
0.28,0.3800541328336456,1.3252882194053488,0.01326723439897265
0.9,0.7634395169685613,1.3252882194053488,0.02471498925776866
0.8340000000000001,0.7597751405371642,1.3252882194053488,0.007301449830765951
0.78,0.7604830314386841,1.3252882194053488,0.0005048182681639452
0.731,0.72841973766396,1.3252882194053488,8.82344257651138e-6
0.6779999999999999,0.582594211950864,1.3252882194053488,0.012063123770322311
0.6459999999999999,0.4057464084946908,1.3252882194053488,0.0764980059458196
0.607,0.3978763272954403,1.3252882194053488,0.05795844600902344
0.45299999999999996,0.37434936498022064,1.3252882194053488,0.008198130068316755
0.419,0.305350822402665,1.3252882194053488,0.017117602309242506
0.35600000000000004,0.26595877576514676,1.3252882194053488,0.010744670948132784
0.311,0.10522590047886737,1.3252882194053488,0.05611665261322223
0.257,0.07874245263377055,1.3252882194053488,0.04211203136944599
0.24,0.05213408286487611,1.3252882194053488,0.04677419603907082
0.218,0.0358525921299188,1.3252882194053488,0.04396998605745125
0.204,0.025900478867374555,1.3252882194053488,0.04203739939963324
0.188,0.018988132417239224,1.3252882194053488,0.0378568730741466
